rep_airp\time;totalVuelos;periodo;país
UK_EGNM;1633;2019M01 ;Reino Unido
UK_EGNM;1858;2019M01 ;Reino Unido
UK_EGNR;1192;2019M01 ;Reino Unido
UK_EGNT;99;2019M01 ;Reino Unido
UK_EGNT;2447;2019M01 ;Reino Unido
UK_EGNT;3296;2019M01 ;Reino Unido
UK_EGNV;318;2019M01 ;Reino Unido
UK_EGNV;1188;2019M01 ;Reino Unido
UK_EGNX;276;2019M01 ;Reino Unido
UK_EGNX;3470;2019M01 ;Reino Unido
UK_EGNX;4936;2019M01 ;Reino Unido
UK_EGPA;830;2019M01 ;Reino Unido
UK_EGPA;996;2019M01 ;Reino Unido
UK_EGPB;953;2019M01 ;Reino Unido
UK_EGPB;1286;2019M01 ;Reino Unido
UK_EGPC;124;2019M01 ;Reino Unido
UK_EGPC;238;2019M01 ;Reino Unido
UK_EGPD;214;2019M01 ;Reino Unido
UK_EGPD;5985;2019M01 ;Reino Unido
UK_EGPD;7061;2019M01 ;Reino Unido
UK_EGPE;786;2019M01 ;Reino Unido
UK_EGPE;1827;2019M01 ;Reino Unido
UK_EGPF;248;2019M01 ;Reino Unido
UK_EGPF;5224;2019M01 ;Reino Unido
UK_EGPF;6081;2019M01 ;Reino Unido
UK_EGPH;288;2019M01 ;Reino Unido
UK_EGPH;8413;2019M01 ;Reino Unido
UK_EGPH;8927;2019M01 ;Reino Unido
UK_EGPI;132;2019M01 ;Reino Unido
UK_EGPI;189;2019M01 ;Reino Unido
UK_EGPK;4;2019M01 ;Reino Unido
UK_EGPK;205;2019M01 ;Reino Unido
UK_EGPK;1362;2019M01 ;Reino Unido
UK_EGPL;145;2019M01 ;Reino Unido
UK_EGPL;266;2019M01 ;Reino Unido
UK_EGPM;429;2019M01 ;Reino Unido
UK_EGPM;435;2019M01 ;Reino Unido
UK_EGPN;96;2019M01 ;Reino Unido
UK_EGPN;3000;2019M01 ;Reino Unido
UK_EGPO;432;2019M01 ;Reino Unido
UK_EGPO;662;2019M01 ;Reino Unido
UK_EGPR;96;2019M01 ;Reino Unido
UK_EGPR;97;2019M01 ;Reino Unido
UK_EGPU;128;2019M01 ;Reino Unido
UK_EGPU;142;2019M01 ;Reino Unido
UK_EGSC;1115;2019M01 ;Reino Unido
UK_EGSH;1406;2019M01 ;Reino Unido
UK_EGSH;2206;2019M01 ;Reino Unido
UK_EGSS;982;2019M01 ;Reino Unido
UK_EGSS;12990;2019M01 ;Reino Unido
UK_EGSS;14672;2019M01 ;Reino Unido
UK_EGTE;935;2019M01 ;Reino Unido
UK_EGTE;2748;2019M01 ;Reino Unido
UK_EGTK;2784;2019M01 ;Reino Unido
BE_EBAW;2629;2019M02 ;Belgica
BE_EBCI;3497;2019M02 ;Belgica
BE_EBLG;2274;2019M02 ;Belgica
BE_EBOS;1692;2019M02 ;Belgica
BG_LBBG;161;2019M02 ;Bulgaria
BG_LBPD;308;2019M02 ;Bulgaria
BG_LBSF;4149;2019M02 ;Bulgaria
BG_LBWN;469;2019M02 ;Bulgaria
CY_LCLK;3261;2019M02 ;Chipre
CY_LCPH;858;2019M02 ;Chipre
CZ_LKKV;303;2019M02 ;Republica Checa
CZ_LKMT;1148;2019M02 ;Republica Checa
CZ_LKPD;46;2019M02 ;Republica Checa
CZ_LKPR;8699;2019M02 ;Republica Checa
CZ_LKTB;2074;2019M02 ;Republica Checa
DK_EKAH;1923;2019M02 ;Dinamarca
DK_EKBI;3606;2019M02 ;Dinamarca
DK_EKCH;18852;2019M02 ;Dinamarca
DK_EKEB;803;2019M02 ;Dinamarca
DK_EKKA;354;2019M02 ;Dinamarca
DK_EKRK;5057;2019M02 ;Dinamarca
DK_EKRN;465;2019M02 ;Dinamarca
DK_EKSB;431;2019M02 ;Dinamarca
DK_EKTS;205;2019M02 ;Dinamarca
DK_EKYT;1646;2019M02 ;Dinamarca
EE_EETN;2821;2019M02 ;Estonia
EL_LGAL;228;2019M02 ;Grecia
EL_LGAV;11941;2019M02 ;Grecia
EL_LGBL;2;2019M02 ;Grecia
EL_LGHI;386;2019M02 ;Grecia
EL_LGIK;66;2019M02 ;Grecia
EL_LGIO;136;2019M02 ;Grecia
EL_LGIR;938;2019M02 ;Grecia
EL_LGKA;30;2019M02 ;Grecia
EL_LGKC;32;2019M02 ;Grecia
EL_LGKF;86;2019M02 ;Grecia
EL_LGKJ;20;2019M02 ;Grecia
EL_LGKL;50;2019M02 ;Grecia
EL_LGKO;268;2019M02 ;Grecia
EL_LGKP;92;2019M02 ;Grecia
EL_LGKR;240;2019M02 ;Grecia
EL_LGKS;22;2019M02 ;Grecia
EL_LGKV;72;2019M02 ;Grecia
EL_LGKY;42;2019M02 ;Grecia
EL_LGKZ;32;2019M02 ;Grecia
EL_LGLE;48;2019M02 ;Grecia
EL_LGLM;168;2019M02 ;Grecia
EL_LGMK;106;2019M02 ;Grecia
EL_LGML;62;2019M02 ;Grecia
EL_LGMT;390;2019M02 ;Grecia
EL_LGNX;82;2019M02 ;Grecia
EL_LGPA;112;2019M02 ;Grecia
EL_LGPL;36;2019M02 ;Grecia
EL_LGPZ;24;2019M02 ;Grecia
EL_LGRP;384;2019M02 ;Grecia
EL_LGSA;402;2019M02 ;Grecia
EL_LGSK;16;2019M02 ;Grecia
EL_LGSM;236;2019M02 ;Grecia
EL_LGSO;40;2019M02 ;Grecia
EL_LGSR;348;2019M02 ;Grecia
EL_LGST;64;2019M02 ;Grecia
EL_LGSY;46;2019M02 ;Grecia
EL_LGTS;2702;2019M02 ;Grecia
EL_LGZA;80;2019M02 ;Grecia
ES_GCFV;24;2019M02 ;España
ES_GCFV;963;2019M02 ;España
ES_GCFV;2598;2019M02 ;España
ES_GCFV;3585;2019M02 ;España
ES_GCGM;250;2019M02 ;España
ES_GCGM;250;2019M02 ;España
ES_GCHI;190;2019M02 ;España
ES_GCHI;236;2019M02 ;España
ES_GCHI;426;2019M02 ;España
ES_GCLA;778;2019M02 ;España
ES_GCLA;950;2019M02 ;España
ES_GCLA;1728;2019M02 ;España
ES_GCLP;32;2019M02 ;España
ES_GCLP;2224;2019M02 ;España
ES_GCLP;8097;2019M02 ;España
ES_GCLP;10353;2019M02 ;España
ES_GCRR;6;2019M02 ;España
ES_GCRR;898;2019M02 ;España
ES_GCRR;3723;2019M02 ;España
ES_GCRR;4627;2019M02 ;España
ES_GCTS;30;2019M02 ;España
ES_GCTS;628;2019M02 ;España
ES_GCTS;5310;2019M02 ;España
ES_GCTS;5968;2019M02 ;España
ES_GCXO;1986;2019M02 ;España
ES_GCXO;3542;2019M02 ;España
ES_GCXO;5528;2019M02 ;España
ES_GECT;528;2019M02 ;España
ES_GECT;528;2019M02 ;España
ES_GEML;4;2019M02 ;España
ES_GEML;186;2019M02 ;España
ES_GEML;399;2019M02 ;España
ES_GEML;589;2019M02 ;España
ES_LEAL;27;2019M02 ;España
ES_LEAL;735;2019M02 ;España
ES_LEAL;4871;2019M02 ;España
ES_LEAL;5633;2019M02 ;España
ES_LEAM;20;2019M02 ;España
ES_LEAM;203;2019M02 ;España
ES_LEAM;405;2019M02 ;España
ES_LEAM;628;2019M02 ;España
ES_LEAS;20;2019M02 ;España
ES_LEAS;26;2019M02 ;España
ES_LEAS;631;2019M02 ;España
ES_LEAS;677;2019M02 ;España
ES_LEBB;23;2019M02 ;España
ES_LEBB;454;2019M02 ;España
ES_LEBB;2913;2019M02 ;España
ES_LEBB;3390;2019M02 ;España
ES_LEBL;150;2019M02 ;España
ES_LEBL;3168;2019M02 ;España
ES_LEBL;19359;2019M02 ;España
ES_LEBL;22677;2019M02 ;España
ES_LEBZ;16;2019M02 ;España
ES_LEBZ;41;2019M02 ;España
ES_LEBZ;124;2019M02 ;España
ES_LEBZ;181;2019M02 ;España
ES_LECO;11;2019M02 ;España
ES_LECO;59;2019M02 ;España
ES_LECO;1214;2019M02 ;España
ES_LECO;1284;2019M02 ;España
ES_LEGE;76;2019M02 ;España
ES_LEGE;84;2019M02 ;España
ES_LEGE;484;2019M02 ;España
ES_LEGE;644;2019M02 ;España
ES_LEGR;17;2019M02 ;España
ES_LEGR;275;2019M02 ;España
ES_LEGR;795;2019M02 ;España
ES_LEGR;1087;2019M02 ;España
ES_LEIB;49;2019M02 ;España
ES_LEIB;693;2019M02 ;España
ES_LEIB;1358;2019M02 ;España
ES_LEIB;2100;2019M02 ;España
ES_LEJR;37;2019M02 ;España
ES_LEJR;84;2019M02 ;España
ES_LEJR;4418;2019M02 ;España
ES_LEJR;4539;2019M02 ;España
ES_LELN;2;2019M02 ;España
ES_LELN;82;2019M02 ;España
ES_LELN;106;2019M02 ;España
ES_LELN;190;2019M02 ;España
ES_LEMD;255;2019M02 ;España
ES_LEMD;6738;2019M02 ;España
ES_LEMD;23194;2019M02 ;España
ES_LEMD;30187;2019M02 ;España
ES_LEMG;84;2019M02 ;España
ES_LEMG;1200;2019M02 ;España
ES_LEMG;6790;2019M02 ;España
ES_LEMG;8074;2019M02 ;España
ES_LEMH;8;2019M02 ;España
ES_LEMH;470;2019M02 ;España
ES_LEMH;568;2019M02 ;España
ES_LEMH;1046;2019M02 ;España
ES_LEPA;112;2019M02 ;España
ES_LEPA;1280;2019M02 ;España
ES_LEPA;6539;2019M02 ;España
ES_LEPA;7931;2019M02 ;España
ES_LEPP;17;2019M02 ;España
ES_LEPP;223;2019M02 ;España
ES_LEPP;236;2019M02 ;España
ES_LEPP;476;2019M02 ;España
ES_LERJ;52;2019M02 ;España
ES_LERJ;70;2019M02 ;España
ES_LERJ;122;2019M02 ;España
ES_LERS;16;2019M02 ;España
ES_LERS;44;2019M02 ;España
ES_LERS;984;2019M02 ;España
ES_LERS;1044;2019M02 ;España
ES_LESA;5;2019M02 ;España
ES_LESA;203;2019M02 ;España
ES_LESA;645;2019M02 ;España
ES_LESA;853;2019M02 ;España
ES_LESO;49;2019M02 ;España
ES_LESO;136;2019M02 ;España
ES_LESO;320;2019M02 ;España
ES_LESO;505;2019M02 ;España
ES_LEST;2;2019M02 ;España
ES_LEST;221;2019M02 ;España
ES_LEST;1092;2019M02 ;España
ES_LEST;1315;2019M02 ;España
ES_LEVC;127;2019M02 ;España
ES_LEVC;1330;2019M02 ;España
ES_LEVC;3840;2019M02 ;España
ES_LEVC;5297;2019M02 ;España
ES_LEVD;10;2019M02 ;España
ES_LEVD;92;2019M02 ;España
ES_LEVD;255;2019M02 ;España
ES_LEVD;357;2019M02 ;España
ES_LEVT;4;2019M02 ;España
ES_LEVT;34;2019M02 ;España
ES_LEVT;746;2019M02 ;España
ES_LEVT;784;2019M02 ;España
ES_LEVX;12;2019M02 ;España
ES_LEVX;79;2019M02 ;España
ES_LEVX;776;2019M02 ;España
ES_LEVX;867;2019M02 ;España
ES_LEXJ;20;2019M02 ;España
ES_LEXJ;84;2019M02 ;España
ES_LEXJ;639;2019M02 ;España
ES_LEXJ;743;2019M02 ;España
ES_LEZG;10;2019M02 ;España
ES_LEZG;262;2019M02 ;España
ES_LEZG;328;2019M02 ;España
ES_LEZG;600;2019M02 ;España
ES_LEZL;30;2019M02 ;España
ES_LEZL;731;2019M02 ;España
ES_LEZL;4121;2019M02 ;España
ES_LEZL;4882;2019M02 ;España
FI_EFET;18;2019M02 ;Finlandia
FI_EFHA;12;2019M02 ;Finlandia
FI_EFHK;14466;2019M02 ;Finlandia
FI_EFIV;337;2019M02 ;Finlandia
FI_EFJO;261;2019M02 ;Finlandia
FI_EFJY;254;2019M02 ;Finlandia
FI_EFKE;189;2019M02 ;Finlandia
FI_EFKI;198;2019M02 ;Finlandia
FI_EFKK;202;2019M02 ;Finlandia
FI_EFKS;238;2019M02 ;Finlandia
FI_EFKT;594;2019M02 ;Finlandia
FI_EFKU;420;2019M02 ;Finlandia
FI_EFMA;319;2019M02 ;Finlandia
FI_EFOU;913;2019M02 ;Finlandia
FI_EFPO;596;2019M02 ;Finlandia
FI_EFRO;716;2019M02 ;Finlandia
FI_EFSA;49;2019M02 ;Finlandia
FI_EFTP;1317;2019M02 ;Finlandia
FI_EFTU;900;2019M02 ;Finlandia
FI_EFUT;8;2019M02 ;Finlandia
FI_EFVA;524;2019M02 ;Finlandia
FR_FMCZ;1026;2019M02 ;Francia
FR_FMEE;2520;2019M02 ;Francia
FR_FMEP;3727;2019M02 ;Francia
FR_LFAQ;763;2019M02 ;Francia
FR_LFBA;2840;2019M02 ;Francia
FR_LFBD;5504;2019M02 ;Francia
FR_LFBE;1263;2019M02 ;Francia
FR_LFBH;1957;2019M02 ;Francia
FR_LFBI;2391;2019M02 ;Francia
FR_LFBL;2101;2019M02 ;Francia
FR_LFBO;7665;2019M02 ;Francia
FR_LFBP;4194;2019M02 ;Francia
FR_LFBT;1119;2019M02 ;Francia
FR_LFBZ;1286;2019M02 ;Francia
FR_LFCK;1013;2019M02 ;Francia
FR_LFCR;1061;2019M02 ;Francia
FR_LFGJ;1033;2019M02 ;Francia
FR_LFJL;433;2019M02 ;Francia
FR_LFKB;2833;2019M02 ;Francia
FR_LFKC;229;2019M02 ;Francia
FR_LFKF;614;2019M02 ;Francia
FR_LFKJ;2225;2019M02 ;Francia
FR_LFLB;3156;2019M02 ;Francia
FR_LFLC;2899;2019M02 ;Francia
FR_LFLL;8440;2019M02 ;Francia
FR_LFLS;3777;2019M02 ;Francia
FR_LFLW;869;2019M02 ;Francia
FR_LFLX;1251;2019M02 ;Francia
FR_LFMH;2121;2019M02 ;Francia
FR_LFMK;1853;2019M02 ;Francia
FR_LFML;7759;2019M02 ;Francia
FR_LFMN;9214;2019M02 ;Francia
FR_LFMP;4457;2019M02 ;Francia
FR_LFMT;6899;2019M02 ;Francia
FR_LFMU;2415;2019M02 ;Francia
FR_LFOB;2418;2019M02 ;Francia
FR_LFOK;951;2019M02 ;Francia
FR_LFOT;521;2019M02 ;Francia
FR_LFPB;3484;2019M02 ;Francia
FR_LFPG;35711;2019M02 ;Francia
FR_LFPO;15776;2019M02 ;Francia
FR_LFQQ;1396;2019M02 ;Francia
FR_LFRB;1898;2019M02 ;Francia
FR_LFRD;543;2019M02 ;Francia
FR_LFRG;44;2019M02 ;Francia
FR_LFRH;395;2019M02 ;Francia
FR_LFRK;1896;2019M02 ;Francia
FR_LFRN;4099;2019M02 ;Francia
FR_LFRO;1057;2019M02 ;Francia
FR_LFRQ;867;2019M02 ;Francia
FR_LFRS;4352;2019M02 ;Francia
FR_LFRZ;561;2019M02 ;Francia
FR_LFSB;1840;2019M02 ;Francia
FR_LFSL;1134;2019M02 ;Francia
FR_LFST;2191;2019M02 ;Francia
FR_LFTH;492;2019M02 ;Francia
FR_LFTW;2407;2019M02 ;Francia
FR_SOCA;627;2019M02 ;Francia
FR_SOOA;308;2019M02 ;Francia
FR_TFFF;3418;2019M02 ;Francia
FR_TFFG;938;2019M02 ;Francia
FR_TFFR;2297;2019M02 ;Francia
HR_LDDU;380;2019M02 ;Croacia
HR_LDOS;135;2019M02 ;Croacia
HR_LDPL;244;2019M02 ;Croacia
HR_LDRI;61;2019M02 ;Croacia
HR_LDSP;627;2019M02 ;Croacia
HR_LDZA;2801;2019M02 ;Croacia
HR_LDZD;151;2019M02 ;Croacia
HU_LHBP;7910;2019M02 ;Hungria
HU_LHDC;252;2019M02 ;Hungria
IE_EICK;2497;2019M02 ;Irlanda
IE_EIDW;16037;2019M02 ;Irlanda
IE_EIKN;399;2019M02 ;Irlanda
IE_EIKY;307;2019M02 ;Irlanda
IE_EINN;1134;2019M02 ;Irlanda
IS_BIAR;6;2019M02 ;Islandia
IS_BIAR;27;2019M02 ;Islandia
IS_BIAR;439;2019M02 ;Islandia
IS_BIAR;472;2019M02 ;Islandia
IS_BIEG;15;2019M02 ;Islandia
IS_BIEG;180;2019M02 ;Islandia
IS_BIEG;195;2019M02 ;Islandia
IS_BIKF;290;2019M02 ;Islandia
IS_BIKF;1734;2019M02 ;Islandia
IS_BIKF;1794;2019M02 ;Islandia
IS_BIKF;3818;2019M02 ;Islandia
IS_BIRK;7;2019M02 ;Islandia
IS_BIRK;101;2019M02 ;Islandia
IS_BIRK;1150;2019M02 ;Islandia
IS_BIRK;1258;2019M02 ;Islandia
IS_BIVM;128;2019M02 ;Islandia
IS_BIVM;128;2019M02 ;Islandia
IT_LIBC;40;2019M02 ;Italia
IT_LIBD;2773;2019M02 ;Italia
IT_LIBP;654;2019M02 ;Italia
IT_LIBR;1216;2019M02 ;Italia
IT_LICA;1450;2019M02 ;Italia
IT_LICB;157;2019M02 ;Italia
IT_LICC;4276;2019M02 ;Italia
IT_LICD;267;2019M02 ;Italia
IT_LICG;234;2019M02 ;Italia
IT_LICJ;3080;2019M02 ;Italia
IT_LICR;376;2019M02 ;Italia
IT_LICT;380;2019M02 ;Italia
IT_LIEA;460;2019M02 ;Italia
IT_LIEE;1969;2019M02 ;Italia
IT_LIEO;527;2019M02 ;Italia
IT_LIMC;13993;2019M02 ;Italia
IT_LIME;6297;2019M02 ;Italia
IT_LIMF;3798;2019M02 ;Italia
IT_LIMJ;1127;2019M02 ;Italia
IT_LIML;8404;2019M02 ;Italia
IT_LIMP;89;2019M02 ;Italia
IT_LIMZ;419;2019M02 ;Italia
IT_LIPE;5274;2019M02 ;Italia
IT_LIPH;1805;2019M02 ;Italia
IT_LIPO;769;2019M02 ;Italia
IT_LIPQ;1176;2019M02 ;Italia
IT_LIPR;177;2019M02 ;Italia
IT_LIPX;1846;2019M02 ;Italia
IT_LIPY;719;2019M02 ;Italia
IT_LIPZ;5772;2019M02 ;Italia
IT_LIRA;3571;2019M02 ;Italia
IT_LIRF;21506;2019M02 ;Italia
IT_LIRN;4605;2019M02 ;Italia
IT_LIRP;2242;2019M02 ;Italia
IT_LIRQ;2060;2019M02 ;Italia
IT_LIRZ;190;2019M02 ;Italia
LT_EYKA;677;2019M02 ;Lituania
LT_EYPA;268;2019M02 ;Lituania
LT_EYVI;3171;2019M02 ;Lituania
LU_ELLX;4800;2019M02 ;Luxemburgo
LV_EVRA;5526;2019M02 ;Letonia
MK_LWOH;54;2019M02 ;Macedonia del Norte
MK_LWSK;1147;2019M02 ;Macedonia del Norte
MT_LMML;196;2019M02 ;Malta
MT_LMML;272;2019M02 ;Malta
MT_LMML;2894;2019M02 ;Malta
MT_LMML;3362;2019M02 ;Malta
NL_EHAM;35995;2019M02 ;Paises Bajos
NL_EHBK;909;2019M02 ;Paises Bajos
NL_EHEH;2534;2019M02 ;Paises Bajos
NL_EHGG;1971;2019M02 ;Paises Bajos
NL_EHRD;3476;2019M02 ;Paises Bajos
NO_ENAL;1138;2019M02 ;Noruega
NO_ENAN;241;2019M02 ;Noruega
NO_ENAT;745;2019M02 ;Noruega
NO_ENBL;426;2019M02 ;Noruega
NO_ENBN;551;2019M02 ;Noruega
NO_ENBO;3042;2019M02 ;Noruega
NO_ENBR;6736;2019M02 ;Noruega
NO_ENBS;172;2019M02 ;Noruega
NO_ENBV;138;2019M02 ;Noruega
NO_ENCN;1380;2019M02 ;Noruega
NO_ENDU;274;2019M02 ;Noruega
NO_ENEV;837;2019M02 ;Noruega
NO_ENFL;699;2019M02 ;Noruega
NO_ENGM;18734;2019M02 ;Noruega
NO_ENHD;509;2019M02 ;Noruega
NO_ENHF;868;2019M02 ;Noruega
NO_ENHK;128;2019M02 ;Noruega
NO_ENHV;151;2019M02 ;Noruega
NO_ENKB;724;2019M02 ;Noruega
NO_ENKR;594;2019M02 ;Noruega
NO_ENLK;463;2019M02 ;Noruega
NO_ENMH;194;2019M02 ;Noruega
NO_ENML;452;2019M02 ;Noruega
NO_ENMS;268;2019M02 ;Noruega
NO_ENNA;179;2019M02 ;Noruega
NO_ENNM;199;2019M02 ;Noruega
NO_ENNO;45;2019M02 ;Noruega
NO_ENOL;110;2019M02 ;Noruega
NO_ENOV;408;2019M02 ;Noruega
NO_ENRA;417;2019M02 ;Noruega
NO_ENRM;172;2019M02 ;Noruega
NO_ENRO;115;2019M02 ;Noruega
NO_ENRS;102;2019M02 ;Noruega
NO_ENSB;277;2019M02 ;Noruega
NO_ENSD;196;2019M02 ;Noruega
NO_ENSG;397;2019M02 ;Noruega
NO_ENSH;323;2019M02 ;Noruega
NO_ENSK;429;2019M02 ;Noruega
NO_ENSN;2;2019M02 ;Noruega
NO_ENSO;144;2019M02 ;Noruega
NO_ENSR;146;2019M02 ;Noruega
NO_ENSS;188;2019M02 ;Noruega
NO_ENST;314;2019M02 ;Noruega
NO_ENTC;3334;2019M02 ;Noruega
NO_ENTO;1508;2019M02 ;Noruega
NO_ENVA;4212;2019M02 ;Noruega
NO_ENVD;520;2019M02 ;Noruega
NO_ENVR;94;2019M02 ;Noruega
NO_ENZV;5157;2019M02 ;Noruega
PL_EPBY;240;2019M02 ;Polonia
PL_EPBY;266;2019M02 ;Polonia
PL_EPBY;506;2019M02 ;Polonia
PL_EPMO;1;2019M02 ;Polonia
PL_EPMO;1349;2019M02 ;Polonia
PL_EPMO;1350;2019M02 ;Polonia
PL_EPWA;1182;2019M02 ;Polonia
PL_EPWA;11827;2019M02 ;Polonia
PL_EPWA;13401;2019M02 ;Polonia
PL_EPWR;31;2019M02 ;Polonia
PL_EPWR;1858;2019M02 ;Polonia
PL_EPWR;2120;2019M02 ;Polonia
PT_LPAZ;218;2019M02 ;Portugal
PT_LPBG;188;2019M02 ;Portugal
PT_LPBJ;19;2019M02 ;Portugal
PT_LPCR;72;2019M02 ;Portugal
PT_LPCS;2708;2019M02 ;Portugal
PT_LPFL;82;2019M02 ;Portugal
PT_LPFR;2642;2019M02 ;Portugal
PT_LPGR;144;2019M02 ;Portugal
PT_LPHR;287;2019M02 ;Portugal
PT_LPLA;779;2019M02 ;Portugal
PT_LPMA;1771;2019M02 ;Portugal
PT_LPPD;1202;2019M02 ;Portugal
PT_LPPI;139;2019M02 ;Portugal
PT_LPPM;125;2019M02 ;Portugal
PT_LPPR;6364;2019M02 ;Portugal
PT_LPPS;227;2019M02 ;Portugal
PT_LPPT;14836;2019M02 ;Portugal
PT_LPSJ;123;2019M02 ;Portugal
PT_LPVR;82;2019M02 ;Portugal
PT_LPVZ;144;2019M02 ;Portugal
RO_LRBC;223;2019M02 ;Rumania
RO_LRBM;24;2019M02 ;Rumania
RO_LRCK;61;2019M02 ;Rumania
RO_LRCL;1574;2019M02 ;Rumania
RO_LRCV;198;2019M02 ;Rumania
RO_LRIA;885;2019M02 ;Rumania
RO_LROD;130;2019M02 ;Rumania
RO_LROP;8521;2019M02 ;Rumania
RO_LRSB;491;2019M02 ;Rumania
RO_LRSM;103;2019M02 ;Rumania
RO_LRSV;226;2019M02 ;Rumania
RO_LRTM;120;2019M02 ;Rumania
RO_LRTR;1281;2019M02 ;Rumania
RS_LYBE;4182;2019M02 ;Serbia
RS_LYNI;174;2019M02 ;Serbia
SE_ESDF;419;2019M02 ;Suecia
SE_ESGG;5103;2019M02 ;Suecia
SE_ESGJ;608;2019M02 ;Suecia
SE_ESGT;222;2019M02 ;Suecia
SE_ESKN;1114;2019M02 ;Suecia
SE_ESMK;282;2019M02 ;Suecia
SE_ESMQ;619;2019M02 ;Suecia
SE_ESMS;2237;2019M02 ;Suecia
SE_ESMT;304;2019M02 ;Suecia
SE_ESMX;343;2019M02 ;Suecia
SE_ESNG;253;2019M02 ;Suecia
SE_ESNL;186;2019M02 ;Suecia
SE_ESNN;465;2019M02 ;Suecia
SE_ESNO;211;2019M02 ;Suecia
SE_ESNQ;434;2019M02 ;Suecia
SE_ESNS;266;2019M02 ;Suecia
SE_ESNU;1363;2019M02 ;Suecia
SE_ESNV;88;2019M02 ;Suecia
SE_ESNX;363;2019M02 ;Suecia
SE_ESNZ;1034;2019M02 ;Suecia
SE_ESOE;314;2019M02 ;Suecia
SE_ESOK;361;2019M02 ;Suecia
SE_ESOW;945;2019M02 ;Suecia
SE_ESPA;1112;2019M02 ;Suecia
SE_ESSA;17274;2019M02 ;Suecia
SE_ESSB;4270;2019M02 ;Suecia
SE_ESSD;198;2019M02 ;Suecia
SE_ESSL;395;2019M02 ;Suecia
SE_ESSP;321;2019M02 ;Suecia
SE_ESSV;956;2019M02 ;Suecia
SE_ESTA;711;2019M02 ;Suecia
SI_LJLJ;2417;2019M02 ;Eslovenia
SK_LZIB;1786;2019M02 ;Eslovaquia
SK_LZKZ;1073;2019M02 ;Eslovaquia
SK_LZSL;47;2019M02 ;Eslovaquia
SK_LZTT;374;2019M02 ;Eslovaquia
TR_LTAC;8029;2019M02 ;Turquia
TR_LTAF;2860;2019M02 ;Turquia
TR_LTAI;6427;2019M02 ;Turquia
TR_LTAJ;1466;2019M02 ;Turquia
TR_LTAL;52;2019M02 ;Turquia
TR_LTAN;588;2019M02 ;Turquia
TR_LTAP;124;2019M02 ;Turquia
TR_LTAR;294;2019M02 ;Turquia
TR_LTAS;6;2019M02 ;Turquia
TR_LTAT;406;2019M02 ;Turquia
TR_LTAU;1100;2019M02 ;Turquia
TR_LTAW;26;2019M02 ;Turquia
TR_LTAY;391;2019M02 ;Turquia
TR_LTAZ;565;2019M02 ;Turquia
TR_LTBA;33097;2019M02 ;Turquia
TR_LTBD;1211;2019M02 ;Turquia
TR_LTBF;12;2019M02 ;Turquia
TR_LTBH;184;2019M02 ;Turquia
TR_LTBJ;5597;2019M02 ;Turquia
TR_LTBO;80;2019M02 ;Turquia
TR_LTBQ;69;2019M02 ;Turquia
TR_LTBR;281;2019M02 ;Turquia
TR_LTBS;807;2019M02 ;Turquia
TR_LTBU;1411;2019M02 ;Turquia
TR_LTBY;334;2019M02 ;Turquia
TR_LTBZ;61;2019M02 ;Turquia
TR_LTCA;456;2019M02 ;Turquia
TR_LTCB;536;2019M02 ;Turquia
TR_LTCC;863;2019M02 ;Turquia
TR_LTCD;228;2019M02 ;Turquia
TR_LTCE;583;2019M02 ;Turquia
TR_LTCF;320;2019M02 ;Turquia
TR_LTCG;1693;2019M02 ;Turquia
TR_LTCI;707;2019M02 ;Turquia
TR_LTCJ;319;2019M02 ;Turquia
TR_LTCK;188;2019M02 ;Turquia
TR_LTCL;20;2019M02 ;Turquia
TR_LTCM;111;2019M02 ;Turquia
TR_LTCN;178;2019M02 ;Turquia
TR_LTCO;170;2019M02 ;Turquia
TR_LTCP;112;2019M02 ;Turquia
TR_LTCR;306;2019M02 ;Turquia
TR_LTCS;390;2019M02 ;Turquia
TR_LTCT;132;2019M02 ;Turquia
TR_LTCU;116;2019M02 ;Turquia
TR_LTCV;204;2019M02 ;Turquia
TR_LTCW;58;2019M02 ;Turquia
TR_LTDA;732;2019M02 ;Turquia
TR_LTFC;1037;2019M02 ;Turquia
TR_LTFD;1141;2019M02 ;Turquia
TR_LTFE;678;2019M02 ;Turquia
TR_LTFG;312;2019M02 ;Turquia
TR_LTFH;935;2019M02 ;Turquia
TR_LTFJ;16746;2019M02 ;Turquia
TR_LTFM;885;2019M02 ;Turquia
UK_EGAA;7;2019M02 ;Reino Unido
UK_EGAA;3374;2019M02 ;Reino Unido
UK_EGAA;3815;2019M02 ;Reino Unido
UK_EGAC;2528;2019M02 ;Reino Unido
UK_EGAC;2553;2019M02 ;Reino Unido
UK_EGAE;178;2019M02 ;Reino Unido
UK_EGAE;367;2019M02 ;Reino Unido
UK_EGBB;661;2019M02 ;Reino Unido
UK_EGBB;6366;2019M02 ;Reino Unido
UK_EGBB;7441;2019M02 ;Reino Unido
UK_EGBE;2403;2019M02 ;Reino Unido
UK_EGBJ;5720;2019M02 ;Reino Unido
UK_EGCC;1506;2019M02 ;Reino Unido
UK_EGCC;11187;2019M02 ;Reino Unido
UK_EGCC;13097;2019M02 ;Reino Unido
UK_EGCN;20;2019M02 ;Reino Unido
UK_EGCN;466;2019M02 ;Reino Unido
UK_EGCN;1495;2019M02 ;Reino Unido
UK_EGEC;79;2019M02 ;Reino Unido
