rep_airp\time;totalVuelos;periodo;país
RO_LROD;102;2019M04 ;Rumania
RO_LROP;9901;2019M04 ;Rumania
RO_LRSB;567;2019M04 ;Rumania
RO_LRSM;107;2019M04 ;Rumania
RO_LRSV;340;2019M04 ;Rumania
RO_LRTM;123;2019M04 ;Rumania
RO_LRTR;1260;2019M04 ;Rumania
RS_LYBE;5435;2019M04 ;Serbia
RS_LYNI;194;2019M04 ;Serbia
SE_ESDF;468;2019M04 ;Suecia
SE_ESGG;5893;2019M04 ;Suecia
SE_ESGJ;704;2019M04 ;Suecia
SE_ESGT;407;2019M04 ;Suecia
SE_ESKN;1930;2019M04 ;Suecia
SE_ESMK;438;2019M04 ;Suecia
SE_ESMQ;814;2019M04 ;Suecia
SE_ESMS;2722;2019M04 ;Suecia
SE_ESMT;443;2019M04 ;Suecia
SE_ESMX;485;2019M04 ;Suecia
SE_ESNG;293;2019M04 ;Suecia
SE_ESNL;192;2019M04 ;Suecia
SE_ESNN;515;2019M04 ;Suecia
SE_ESNO;219;2019M04 ;Suecia
SE_ESNQ;338;2019M04 ;Suecia
SE_ESNS;345;2019M04 ;Suecia
SE_ESNU;1598;2019M04 ;Suecia
SE_ESNV;98;2019M04 ;Suecia
SE_ESNX;219;2019M04 ;Suecia
SE_ESNZ;859;2019M04 ;Suecia
SE_ESOE;414;2019M04 ;Suecia
SE_ESOK;442;2019M04 ;Suecia
SE_ESOW;1342;2019M04 ;Suecia
SE_ESPA;1111;2019M04 ;Suecia
SE_ESSA;18801;2019M04 ;Suecia
SE_ESSB;4587;2019M04 ;Suecia
SE_ESSD;353;2019M04 ;Suecia
SE_ESSL;612;2019M04 ;Suecia
SE_ESSP;359;2019M04 ;Suecia
SE_ESSV;1342;2019M04 ;Suecia
SE_ESTA;883;2019M04 ;Suecia
SI_LJLJ;2798;2019M04 ;Eslovenia
SK_LZIB;2116;2019M04 ;Eslovaquia
SK_LZKZ;1407;2019M04 ;Eslovaquia
SK_LZSL;80;2019M04 ;Eslovaquia
SK_LZTT;347;2019M04 ;Eslovaquia
TR_LTAC;8392;2019M04 ;Turquia
TR_LTAF;3319;2019M04 ;Turquia
TR_LTAI;14676;2019M04 ;Turquia
TR_LTAJ;1397;2019M04 ;Turquia
TR_LTAL;36;2019M04 ;Turquia
TR_LTAN;546;2019M04 ;Turquia
TR_LTAP;92;2019M04 ;Turquia
TR_LTAR;340;2019M04 ;Turquia
TR_LTAS;32;2019M04 ;Turquia
TR_LTAT;363;2019M04 ;Turquia
TR_LTAU;1044;2019M04 ;Turquia
TR_LTAW;31;2019M04 ;Turquia
TR_LTAY;456;2019M04 ;Turquia
TR_LTAZ;1055;2019M04 ;Turquia
TR_LTBA;8071;2019M04 ;Turquia
TR_LTBD;1568;2019M04 ;Turquia
TR_LTBF;6;2019M04 ;Turquia
TR_LTBH;238;2019M04 ;Turquia
TR_LTBJ;5887;2019M04 ;Turquia
TR_LTBO;378;2019M04 ;Turquia
TR_LTBQ;37;2019M04 ;Turquia
TR_LTBR;253;2019M04 ;Turquia
TR_LTBS;2667;2019M04 ;Turquia
TR_LTBU;2460;2019M04 ;Turquia
TR_LTBY;542;2019M04 ;Turquia
TR_LTBZ;79;2019M04 ;Turquia
TR_LTCA;438;2019M04 ;Turquia
TR_LTCB;548;2019M04 ;Turquia
TR_LTCC;864;2019M04 ;Turquia
TR_LTCD;212;2019M04 ;Turquia
TR_LTCE;523;2019M04 ;Turquia
TR_LTCF;250;2019M04 ;Turquia
TR_LTCG;1837;2019M04 ;Turquia
TR_LTCI;754;2019M04 ;Turquia
TR_LTCJ;278;2019M04 ;Turquia
TR_LTCK;194;2019M04 ;Turquia
TR_LTCL;18;2019M04 ;Turquia
TR_LTCM;110;2019M04 ;Turquia
TR_LTCN;155;2019M04 ;Turquia
TR_LTCO;172;2019M04 ;Turquia
TR_LTCP;136;2019M04 ;Turquia
TR_LTCR;292;2019M04 ;Turquia
TR_LTCS;428;2019M04 ;Turquia
TR_LTCT;136;2019M04 ;Turquia
TR_LTCU;114;2019M04 ;Turquia
TR_LTCV;186;2019M04 ;Turquia
TR_LTCW;116;2019M04 ;Turquia
TR_LTDA;606;2019M04 ;Turquia
TR_LTFC;1522;2019M04 ;Turquia
TR_LTFD;1508;2019M04 ;Turquia
TR_LTFE;1697;2019M04 ;Turquia
TR_LTFG;539;2019M04 ;Turquia
TR_LTFH;983;2019M04 ;Turquia
TR_LTFJ;18906;2019M04 ;Turquia
TR_LTFM;27024;2019M04 ;Turquia
UK_EGAA;3;2019M04 ;Reino Unido
UK_EGAA;3863;2019M04 ;Reino Unido
UK_EGAA;4398;2019M04 ;Reino Unido
UK_EGAC;3035;2019M04 ;Reino Unido
UK_EGAC;3097;2019M04 ;Reino Unido
UK_EGAE;231;2019M04 ;Reino Unido
UK_EGAE;449;2019M04 ;Reino Unido
UK_EGBB;583;2019M04 ;Reino Unido
UK_EGBB;7744;2019M04 ;Reino Unido
UK_EGBB;8711;2019M04 ;Reino Unido
UK_EGBE;2821;2019M04 ;Reino Unido
UK_EGBJ;6737;2019M04 ;Reino Unido
UK_EGCC;1533;2019M04 ;Reino Unido
UK_EGCC;14439;2019M04 ;Reino Unido
UK_EGCC;16349;2019M04 ;Reino Unido
UK_EGCN;21;2019M04 ;Reino Unido
UK_EGCN;758;2019M04 ;Reino Unido
UK_EGCN;1755;2019M04 ;Reino Unido
UK_EGEC;88;2019M04 ;Reino Unido
UK_EGEC;121;2019M04 ;Reino Unido
UK_EGET;75;2019M04 ;Reino Unido
UK_EGET;91;2019M04 ;Reino Unido
UK_EGFF;46;2019M04 ;Reino Unido
UK_EGFF;1338;2019M04 ;Reino Unido
UK_EGFF;2637;2019M04 ;Reino Unido
UK_EGFH;767;2019M04 ;Reino Unido
UK_EGGD;114;2019M04 ;Reino Unido
UK_EGGD;4902;2019M04 ;Reino Unido
UK_EGGD;5016;2019M04 ;Reino Unido
UK_EGGP;16;2019M04 ;Reino Unido
UK_EGGP;2965;2019M04 ;Reino Unido
UK_EGGP;5161;2019M04 ;Reino Unido
UK_EGGW;173;2019M04 ;Reino Unido
UK_EGGW;9558;2019M04 ;Reino Unido
UK_EGGW;11936;2019M04 ;Reino Unido
UK_EGHC;801;2019M04 ;Reino Unido
UK_EGHC;988;2019M04 ;Reino Unido
UK_EGHE;1035;2019M04 ;Reino Unido
UK_EGHE;1204;2019M04 ;Reino Unido
UK_EGHH;435;2019M04 ;Reino Unido
UK_EGHH;3351;2019M04 ;Reino Unido
UK_EGHI;159;2019M04 ;Reino Unido
UK_EGHI;2535;2019M04 ;Reino Unido
UK_EGHI;2928;2019M04 ;Reino Unido
UK_EGHQ;726;2019M04 ;Reino Unido
UK_EGHQ;3686;2019M04 ;Reino Unido
UK_EGKA;3795;2019M04 ;Reino Unido
UK_EGKB;23;2019M04 ;Reino Unido
UK_EGKB;3086;2019M04 ;Reino Unido
UK_EGKK;1969;2019M04 ;Reino Unido
UK_EGKK;21756;2019M04 ;Reino Unido
UK_EGKK;23828;2019M04 ;Reino Unido
UK_EGLC;392;2019M04 ;Reino Unido
UK_EGLC;6452;2019M04 ;Reino Unido
UK_EGLC;7174;2019M04 ;Reino Unido
UK_EGLL;9677;2019M04 ;Reino Unido
UK_EGLL;30738;2019M04 ;Reino Unido
UK_EGLL;40514;2019M04 ;Reino Unido
UK_EGLW;582;2019M04 ;Reino Unido
UK_EGMC;1546;2019M04 ;Reino Unido
UK_EGMC;2801;2019M04 ;Reino Unido
UK_EGMD;2;2019M04 ;Reino Unido
UK_EGMD;1772;2019M04 ;Reino Unido
UK_EGNC;1210;2019M04 ;Reino Unido
UK_EGNH;476;2019M04 ;Reino Unido
UK_EGNH;3572;2019M04 ;Reino Unido
UK_EGNJ;580;2019M04 ;Reino Unido
UK_EGNJ;1409;2019M04 ;Reino Unido
UK_EGNM;2375;2019M04 ;Reino Unido
UK_EGNM;2687;2019M04 ;Reino Unido
UK_EGNR;1696;2019M04 ;Reino Unido
UK_EGNT;81;2019M04 ;Reino Unido
UK_EGNT;3084;2019M04 ;Reino Unido
UK_EGNT;3838;2019M04 ;Reino Unido
UK_EGNV;320;2019M04 ;Reino Unido
UK_EGNV;1428;2019M04 ;Reino Unido
UK_EGNX;244;2019M04 ;Reino Unido
UK_EGNX;4296;2019M04 ;Reino Unido
UK_EGNX;5771;2019M04 ;Reino Unido
UK_EGPA;993;2019M04 ;Reino Unido
UK_EGPA;1230;2019M04 ;Reino Unido
UK_EGPB;963;2019M04 ;Reino Unido
UK_EGPB;1270;2019M04 ;Reino Unido
UK_EGPC;130;2019M04 ;Reino Unido
UK_EGPC;274;2019M04 ;Reino Unido
UK_EGPD;178;2019M04 ;Reino Unido
UK_EGPD;6558;2019M04 ;Reino Unido
UK_EGPD;7623;2019M04 ;Reino Unido
UK_EGPE;1;2019M04 ;Reino Unido
UK_EGPE;1123;2019M04 ;Reino Unido
UK_EGPE;2541;2019M04 ;Reino Unido
UK_EGPF;226;2019M04 ;Reino Unido
UK_EGPF;6165;2019M04 ;Reino Unido
UK_EGPF;7315;2019M04 ;Reino Unido
UK_EGPH;595;2019M04 ;Reino Unido
UK_EGPH;10344;2019M04 ;Reino Unido
UK_EGPH;11188;2019M04 ;Reino Unido
UK_EGPI;192;2019M04 ;Reino Unido
UK_EGPI;294;2019M04 ;Reino Unido
UK_EGPK;3;2019M04 ;Reino Unido
UK_EGPK;475;2019M04 ;Reino Unido
UK_EGPK;1859;2019M04 ;Reino Unido
UK_EGPL;172;2019M04 ;Reino Unido
UK_EGPL;312;2019M04 ;Reino Unido
UK_EGPM;424;2019M04 ;Reino Unido
UK_EGPM;424;2019M04 ;Reino Unido
UK_EGPN;99;2019M04 ;Reino Unido
UK_EGPN;3462;2019M04 ;Reino Unido
UK_EGPO;497;2019M04 ;Reino Unido
UK_EGPO;807;2019M04 ;Reino Unido
UK_EGPR;123;2019M04 ;Reino Unido
UK_EGPR;131;2019M04 ;Reino Unido
UK_EGPU;157;2019M04 ;Reino Unido
UK_EGPU;177;2019M04 ;Reino Unido
UK_EGSC;1179;2019M04 ;Reino Unido
UK_EGSH;1603;2019M04 ;Reino Unido
UK_EGSH;2513;2019M04 ;Reino Unido
UK_EGSS;1034;2019M04 ;Reino Unido
UK_EGSS;14493;2019M04 ;Reino Unido
UK_EGSS;16421;2019M04 ;Reino Unido
UK_EGTE;1289;2019M04 ;Reino Unido
UK_EGTE;3659;2019M04 ;Reino Unido
UK_EGTK;3276;2019M04 ;Reino Unido
BE_EBAW;3257;2019M05 ;Belgica
BE_EBCI;5134;2019M05 ;Belgica
BE_EBLG;2653;2019M05 ;Belgica
BE_EBOS;2729;2019M05 ;Belgica
BG_LBBG;1106;2019M05 ;Bulgaria
BG_LBPD;219;2019M05 ;Bulgaria
BG_LBSF;5228;2019M05 ;Bulgaria
BG_LBWN;1166;2019M05 ;Bulgaria
CY_LCLK;6205;2019M05 ;Chipre
CY_LCPH;2115;2019M05 ;Chipre
CZ_LKKV;576;2019M05 ;Republica Checa
CZ_LKMT;2110;2019M05 ;Republica Checa
CZ_LKPD;81;2019M05 ;Republica Checa
CZ_LKPR;12407;2019M05 ;Republica Checa
CZ_LKTB;2778;2019M05 ;Republica Checa
DK_EKAH;3315;2019M05 ;Dinamarca
DK_EKBI;5139;2019M05 ;Dinamarca
DK_EKCH;23495;2019M05 ;Dinamarca
DK_EKEB;1139;2019M05 ;Dinamarca
DK_EKKA;567;2019M05 ;Dinamarca
DK_EKRK;6215;2019M05 ;Dinamarca
DK_EKRN;800;2019M05 ;Dinamarca
DK_EKSB;566;2019M05 ;Dinamarca
DK_EKTS;249;2019M05 ;Dinamarca
DK_EKYT;2375;2019M05 ;Dinamarca
EE_EETN;3591;2019M05 ;Estonia
EL_LGAL;262;2019M05 ;Grecia
EL_LGAV;19565;2019M05 ;Grecia
EL_LGBL;56;2019M05 ;Grecia
EL_LGHI;440;2019M05 ;Grecia
EL_LGIK;124;2019M05 ;Grecia
EL_LGIO;220;2019M05 ;Grecia
EL_LGIR;5876;2019M05 ;Grecia
EL_LGKA;32;2019M05 ;Grecia
EL_LGKC;82;2019M05 ;Grecia
EL_LGKF;546;2019M05 ;Grecia
EL_LGKJ;36;2019M05 ;Grecia
EL_LGKL;368;2019M05 ;Grecia
EL_LGKO;1762;2019M05 ;Grecia
EL_LGKP;292;2019M05 ;Grecia
EL_LGKR;1999;2019M05 ;Grecia
EL_LGKS;38;2019M05 ;Grecia
EL_LGKV;273;2019M05 ;Grecia
EL_LGKY;68;2019M05 ;Grecia
EL_LGKZ;36;2019M05 ;Grecia
EL_LGLE;74;2019M05 ;Grecia
EL_LGLM;228;2019M05 ;Grecia
EL_LGMK;1139;2019M05 ;Grecia
EL_LGML;172;2019M05 ;Grecia
EL_LGMT;504;2019M05 ;Grecia
EL_LGNX;274;2019M05 ;Grecia
EL_LGPA;314;2019M05 ;Grecia
EL_LGPL;62;2019M05 ;Grecia
EL_LGPZ;324;2019M05 ;Grecia
EL_LGRP;3159;2019M05 ;Grecia
EL_LGRX;141;2019M05 ;Grecia
EL_LGSA;1934;2019M05 ;Grecia
EL_LGSK;282;2019M05 ;Grecia
EL_LGSM;446;2019M05 ;Grecia
EL_LGSO;42;2019M05 ;Grecia
EL_LGSR;1950;2019M05 ;Grecia
EL_LGST;100;2019M05 ;Grecia
EL_LGSY;66;2019M05 ;Grecia
EL_LGTS;4369;2019M05 ;Grecia
EL_LGZA;1026;2019M05 ;Grecia
ES_GCFV;14;2019M05 ;España
ES_GCFV;968;2019M05 ;España
ES_GCFV;2642;2019M05 ;España
ES_GCFV;3624;2019M05 ;España
ES_GCGM;168;2019M05 ;España
ES_GCGM;168;2019M05 ;España
ES_GCHI;4;2019M05 ;España
ES_GCHI;194;2019M05 ;España
ES_GCHI;204;2019M05 ;España
ES_GCHI;402;2019M05 ;España
ES_GCLA;4;2019M05 ;España
ES_GCLA;853;2019M05 ;España
ES_GCLA;1012;2019M05 ;España
ES_GCLA;1869;2019M05 ;España
ES_GCLP;40;2019M05 ;España
ES_GCLP;2072;2019M05 ;España
ES_GCLP;7476;2019M05 ;España
ES_GCLP;9588;2019M05 ;España
ES_GCRR;43;2019M05 ;España
ES_GCRR;1037;2019M05 ;España
ES_GCRR;3705;2019M05 ;España
ES_GCRR;4785;2019M05 ;España
ES_GCTS;42;2019M05 ;España
ES_GCTS;627;2019M05 ;España
ES_GCTS;4384;2019M05 ;España
ES_GCTS;5053;2019M05 ;España
ES_GCXO;4;2019M05 ;España
ES_GCXO;2143;2019M05 ;España
ES_GCXO;4240;2019M05 ;España
ES_GCXO;6387;2019M05 ;España
ES_GECT;570;2019M05 ;España
ES_GECT;570;2019M05 ;España
ES_GEML;12;2019M05 ;España
ES_GEML;248;2019M05 ;España
ES_GEML;707;2019M05 ;España
ES_GEML;967;2019M05 ;España
ES_LEAL;35;2019M05 ;España
ES_LEAL;1043;2019M05 ;España
ES_LEAL;8410;2019M05 ;España
ES_LEAL;9488;2019M05 ;España
ES_LEAM;66;2019M05 ;España
ES_LEAM;436;2019M05 ;España
ES_LEAM;585;2019M05 ;España
ES_LEAM;1087;2019M05 ;España
ES_LEAS;40;2019M05 ;España
ES_LEAS;41;2019M05 ;España
ES_LEAS;1062;2019M05 ;España
ES_LEAS;1143;2019M05 ;España
ES_LEBB;44;2019M05 ;España
ES_LEBB;602;2019M05 ;España
ES_LEBB;4165;2019M05 ;España
ES_LEBB;4811;2019M05 ;España
ES_LEBL;199;2019M05 ;España
ES_LEBL;4410;2019M05 ;España
ES_LEBL;26493;2019M05 ;España
ES_LEBL;31102;2019M05 ;España
ES_LEBZ;2;2019M05 ;España
ES_LEBZ;46;2019M05 ;España
ES_LEBZ;140;2019M05 ;España
ES_LEBZ;188;2019M05 ;España
ES_LECO;21;2019M05 ;España
ES_LECO;78;2019M05 ;España
ES_LECO;1396;2019M05 ;España
ES_LECO;1495;2019M05 ;España
ES_LEGE;107;2019M05 ;España
ES_LEGE;117;2019M05 ;España
ES_LEGE;1759;2019M05 ;España
ES_LEGE;1983;2019M05 ;España
ES_LEGR;79;2019M05 ;España
ES_LEGR;258;2019M05 ;España
ES_LEGR;997;2019M05 ;España
ES_LEGR;1334;2019M05 ;España
ES_LEIB;227;2019M05 ;España
ES_LEIB;1363;2019M05 ;España
ES_LEIB;6169;2019M05 ;España
ES_LEIB;7759;2019M05 ;España
ES_LEJR;88;2019M05 ;España
ES_LEJR;253;2019M05 ;España
ES_LEJR;4632;2019M05 ;España
ES_LEJR;4973;2019M05 ;España
ES_LELN;64;2019M05 ;España
ES_LELN;109;2019M05 ;España
ES_LELN;120;2019M05 ;España
ES_LELN;293;2019M05 ;España
ES_LEMD;460;2019M05 ;España
ES_LEMD;8507;2019M05 ;España
ES_LEMD;28248;2019M05 ;España
ES_LEMD;37215;2019M05 ;España
ES_LEMG;191;2019M05 ;España
ES_LEMG;1818;2019M05 ;España
ES_LEMG;11885;2019M05 ;España
ES_LEMG;13894;2019M05 ;España
ES_LEMH;47;2019M05 ;España
ES_LEMH;789;2019M05 ;España
ES_LEMH;2021;2019M05 ;España
ES_LEMH;2857;2019M05 ;España
ES_LEPA;382;2019M05 ;España
ES_LEPA;2743;2019M05 ;España
ES_LEPA;19755;2019M05 ;España
ES_LEPA;22880;2019M05 ;España
ES_LEPP;49;2019M05 ;España
ES_LEPP;245;2019M05 ;España
ES_LEPP;246;2019M05 ;España
ES_LEPP;540;2019M05 ;España
ES_LERJ;14;2019M05 ;España
ES_LERJ;41;2019M05 ;España
ES_LERJ;97;2019M05 ;España
ES_LERJ;152;2019M05 ;España
ES_LERS;46;2019M05 ;España
ES_LERS;104;2019M05 ;España
ES_LERS;1691;2019M05 ;España
ES_LERS;1841;2019M05 ;España
ES_LESA;11;2019M05 ;España
ES_LESA;247;2019M05 ;España
ES_LESA;836;2019M05 ;España
ES_LESA;1094;2019M05 ;España
ES_LESO;81;2019M05 ;España
ES_LESO;162;2019M05 ;España
ES_LESO;328;2019M05 ;España
ES_LESO;571;2019M05 ;España
ES_LEST;9;2019M05 ;España
ES_LEST;292;2019M05 ;España
ES_LEST;1632;2019M05 ;España
ES_LEST;1933;2019M05 ;España
ES_LEVC;204;2019M05 ;España
ES_LEVC;1568;2019M05 ;España
ES_LEVC;5062;2019M05 ;España
ES_LEVC;6834;2019M05 ;España
ES_LEVD;55;2019M05 ;España
ES_LEVD;57;2019M05 ;España
ES_LEVD;444;2019M05 ;España
ES_LEVD;556;2019M05 ;España
ES_LEVT;17;2019M05 ;España
ES_LEVT;17;2019M05 ;España
ES_LEVT;883;2019M05 ;España
ES_LEVT;917;2019M05 ;España
ES_LEVX;23;2019M05 ;España
ES_LEVX;174;2019M05 ;España
ES_LEVX;872;2019M05 ;España
ES_LEVX;1069;2019M05 ;España
ES_LEXJ;22;2019M05 ;España
ES_LEXJ;41;2019M05 ;España
ES_LEXJ;821;2019M05 ;España
ES_LEXJ;884;2019M05 ;España
ES_LEZG;18;2019M05 ;España
ES_LEZG;234;2019M05 ;España
ES_LEZG;400;2019M05 ;España
ES_LEZG;652;2019M05 ;España
ES_LEZL;57;2019M05 ;España
ES_LEZL;691;2019M05 ;España
ES_LEZL;5177;2019M05 ;España
ES_LEZL;5925;2019M05 ;España
FI_EFET;2;2019M05 ;Finlandia
FI_EFHA;27;2019M05 ;Finlandia
FI_EFHK;17141;2019M05 ;Finlandia
FI_EFIV;70;2019M05 ;Finlandia
FI_EFJO;334;2019M05 ;Finlandia
FI_EFJY;412;2019M05 ;Finlandia
FI_EFKE;188;2019M05 ;Finlandia
FI_EFKI;214;2019M05 ;Finlandia
FI_EFKK;322;2019M05 ;Finlandia
FI_EFKS;82;2019M05 ;Finlandia
FI_EFKT;67;2019M05 ;Finlandia
FI_EFKU;632;2019M05 ;Finlandia
FI_EFMA;424;2019M05 ;Finlandia
FI_EFOU;1189;2019M05 ;Finlandia
FI_EFPO;1023;2019M05 ;Finlandia
FI_EFRO;457;2019M05 ;Finlandia
FI_EFSA;99;2019M05 ;Finlandia
FI_EFTP;2095;2019M05 ;Finlandia
FI_EFTU;1408;2019M05 ;Finlandia
FI_EFUT;57;2019M05 ;Finlandia
FI_EFVA;698;2019M05 ;Finlandia
FR_FMCZ;1035;2019M05 ;Francia
FR_FMEE;2713;2019M05 ;Francia
FR_FMEP;3771;2019M05 ;Francia
FR_LFAQ;780;2019M05 ;Francia
FR_LFBA;2845;2019M05 ;Francia
FR_LFBD;7638;2019M05 ;Francia
FR_LFBE;1517;2019M05 ;Francia
FR_LFBH;2153;2019M05 ;Francia
FR_LFBI;2404;2019M05 ;Francia
FR_LFBL;2333;2019M05 ;Francia
FR_LFBO;8862;2019M05 ;Francia
FR_LFBP;4155;2019M05 ;Francia
FR_LFBT;1634;2019M05 ;Francia
FR_LFBZ;2108;2019M05 ;Francia
FR_LFCK;1028;2019M05 ;Francia
FR_LFCR;1091;2019M05 ;Francia
FR_LFGJ;1061;2019M05 ;Francia
FR_LFJL;495;2019M05 ;Francia
FR_LFKB;3611;2019M05 ;Francia
FR_LFKC;508;2019M05 ;Francia
FR_LFKF;1315;2019M05 ;Francia
FR_LFKJ;3097;2019M05 ;Francia
FR_LFLB;1841;2019M05 ;Francia
FR_LFLC;3079;2019M05 ;Francia
FR_LFLL;9835;2019M05 ;Francia
FR_LFLS;2780;2019M05 ;Francia
FR_LFLW;877;2019M05 ;Francia
FR_LFLX;1262;2019M05 ;Francia
FR_LFMH;2136;2019M05 ;Francia
FR_LFMK;1973;2019M05 ;Francia
FR_LFML;9660;2019M05 ;Francia
FR_LFMN;18462;2019M05 ;Francia
FR_LFMP;4593;2019M05 ;Francia
FR_LFMT;7302;2019M05 ;Francia
FR_LFMU;2589;2019M05 ;Francia
FR_LFOB;2844;2019M05 ;Francia
FR_LFOK;1004;2019M05 ;Francia
FR_LFOT;568;2019M05 ;Francia
FR_LFPB;4805;2019M05 ;Francia
FR_LFPG;44408;2019M05 ;Francia
FR_LFPO;20358;2019M05 ;Francia
FR_LFQQ;2170;2019M05 ;Francia
FR_LFRB;2182;2019M05 ;Francia
FR_LFRD;617;2019M05 ;Francia
FR_LFRG;218;2019M05 ;Francia
FR_LFRH;426;2019M05 ;Francia
FR_LFRK;1967;2019M05 ;Francia
FR_LFRN;4348;2019M05 ;Francia
FR_LFRO;1057;2019M05 ;Francia
FR_LFRQ;901;2019M05 ;Francia
FR_LFRS;6571;2019M05 ;Francia
FR_LFRZ;568;2019M05 ;Francia
FR_LFSB;2029;2019M05 ;Francia
FR_LFSL;203;2019M05 ;Francia
FR_LFST;2459;2019M05 ;Francia
FR_LFTH;1027;2019M05 ;Francia
FR_LFTW;2497;2019M05 ;Francia
FR_SOCA;522;2019M05 ;Francia
FR_SOOA;366;2019M05 ;Francia
FR_TFFF;3119;2019M05 ;Francia
FR_TFFG;1010;2019M05 ;Francia
FR_TFFR;2084;2019M05 ;Francia
HR_LDDU;2643;2019M05 ;Croacia
HR_LDOS;206;2019M05 ;Croacia
HR_LDPL;994;2019M05 ;Croacia
HR_LDRI;226;2019M05 ;Croacia
HR_LDSP;2992;2019M05 ;Croacia
HR_LDZA;4231;2019M05 ;Croacia
HR_LDZD;1138;2019M05 ;Croacia
HU_LHBP;10773;2019M05 ;Hungria
HU_LHDC;465;2019M05 ;Hungria
IE_EICK;5579;2019M05 ;Irlanda
IE_EIDW;21911;2019M05 ;Irlanda
IE_EIKN;725;2019M05 ;Irlanda
IE_EIKY;549;2019M05 ;Irlanda
IE_EINN;1926;2019M05 ;Irlanda
IS_BIAR;13;2019M05 ;Islandia
IS_BIAR;82;2019M05 ;Islandia
IS_BIAR;563;2019M05 ;Islandia
IS_BIAR;658;2019M05 ;Islandia
IS_BIEG;2;2019M05 ;Islandia
IS_BIEG;21;2019M05 ;Islandia
IS_BIEG;190;2019M05 ;Islandia
IS_BIEG;213;2019M05 ;Islandia
IS_BIKF;375;2019M05 ;Islandia
IS_BIKF;915;2019M05 ;Islandia
IS_BIKF;3211;2019M05 ;Islandia
IS_BIKF;4501;2019M05 ;Islandia
IS_BIRK;30;2019M05 ;Islandia
IS_BIRK;271;2019M05 ;Islandia
IS_BIRK;1618;2019M05 ;Islandia
IS_BIRK;1919;2019M05 ;Islandia
IS_BIVM;4;2019M05 ;Islandia
IS_BIVM;152;2019M05 ;Islandia
IS_BIVM;156;2019M05 ;Islandia
IT_LIBC;118;2019M05 ;Italia
IT_LIBD;4125;2019M05 ;Italia
IT_LIBP;717;2019M05 ;Italia
IT_LIBR;1943;2019M05 ;Italia
IT_LICA;2127;2019M05 ;Italia
IT_LICB;258;2019M05 ;Italia
IT_LICC;7040;2019M05 ;Italia
IT_LICD;511;2019M05 ;Italia
IT_LICG;306;2019M05 ;Italia
IT_LICJ;5104;2019M05 ;Italia
IT_LICR;538;2019M05 ;Italia
IT_LICT;425;2019M05 ;Italia
IT_LIEA;862;2019M05 ;Italia
IT_LIEE;3374;2019M05 ;Italia
IT_LIEO;2571;2019M05 ;Italia
IT_LIMC;18350;2019M05 ;Italia
IT_LIME;8202;2019M05 ;Italia
IT_LIMF;3605;2019M05 ;Italia
IT_LIMJ;1809;2019M05 ;Italia
IT_LIML;9835;2019M05 ;Italia
IT_LIMP;390;2019M05 ;Italia
IT_LIMZ;354;2019M05 ;Italia
IT_LIPE;6810;2019M05 ;Italia
IT_LIPH;2264;2019M05 ;Italia
IT_LIPO;1012;2019M05 ;Italia
IT_LIPQ;1123;2019M05 ;Italia
IT_LIPR;395;2019M05 ;Italia
IT_LIPX;3067;2019M05 ;Italia
IT_LIPY;902;2019M05 ;Italia
IT_LIPZ;9086;2019M05 ;Italia
IT_LIRA;4743;2019M05 ;Italia
IT_LIRF;27338;2019M05 ;Italia
IT_LIRN;7991;2019M05 ;Italia
IT_LIRP;4108;2019M05 ;Italia
IT_LIRQ;3392;2019M05 ;Italia
IT_LIRZ;290;2019M05 ;Italia
LT_EYKA;891;2019M05 ;Lituania
LT_EYPA;396;2019M05 ;Lituania
LT_EYSA;6;2019M05 ;Lituania
LT_EYVI;4425;2019M05 ;Lituania
LU_ELLX;6279;2019M05 ;Luxemburgo
LV_EVRA;8001;2019M05 ;Letonia
MK_LWOH;208;2019M05 ;Macedonia del Norte
MK_LWSK;1696;2019M05 ;Macedonia del Norte
MT_LMML;4981;2019M05 ;Malta
NL_EHAM;45944;2019M05 ;Paises Bajos
NL_EHBK;1432;2019M05 ;Paises Bajos
NL_EHEH;4045;2019M05 ;Paises Bajos
NL_EHGG;3076;2019M05 ;Paises Bajos
NL_EHRD;5330;2019M05 ;Paises Bajos
NO_ENAL;1495;2019M05 ;Noruega
NO_ENAN;273;2019M05 ;Noruega
NO_ENAT;778;2019M05 ;Noruega
NO_ENBL;547;2019M05 ;Noruega
NO_ENBN;796;2019M05 ;Noruega
NO_ENBO;3591;2019M05 ;Noruega
NO_ENBR;8247;2019M05 ;Noruega
NO_ENBS;200;2019M05 ;Noruega
NO_ENBV;158;2019M05 ;Noruega
NO_ENCN;1806;2019M05 ;Noruega
NO_ENDU;480;2019M05 ;Noruega
NO_ENEV;974;2019M05 ;Noruega
NO_ENFL;826;2019M05 ;Noruega
NO_ENGM;22337;2019M05 ;Noruega
NO_ENHD;708;2019M05 ;Noruega
NO_ENHF;916;2019M05 ;Noruega
NO_ENHK;148;2019M05 ;Noruega
NO_ENHV;192;2019M05 ;Noruega
NO_ENKB;853;2019M05 ;Noruega
NO_ENKR;731;2019M05 ;Noruega
NO_ENLK;553;2019M05 ;Noruega
NO_ENMH;216;2019M05 ;Noruega
NO_ENML;674;2019M05 ;Noruega
NO_ENMS;312;2019M05 ;Noruega
NO_ENNA;193;2019M05 ;Noruega
